time	V(gate)	V(gate)-V(top)	V(state)	V(top)	I(Rd)	(V(gate)-V(top))/-Ix(U1:BE)	Ix(U1:BE)
0.000000000000000e+000	0.000000e+000	0.000000e+000	9.357623e-017	0.000000e+000	6.009948e-012	0.000000e+000	0.000000e+000
9.999999717180685e-010	9.081636e-005	-9.091836e-004	2.339412e-017	9.999999e-004	6.009948e-012	2.000055e+006	4.545793e-010
1.999999943436137e-009	1.814404e-004	-1.818559e-003	8.506933e-023	2.000000e-003	6.009948e-012	2.000037e+006	9.092627e-010
1.999999943436138e-008	1.811739e-003	-1.818826e-002	8.506933e-023	2.000000e-002	6.009948e-012	2.017190e+006	9.016631e-009
3.799999892528662e-008	3.443770e-003	-3.455623e-002	8.506933e-023	3.800000e-002	6.009948e-012	1.997004e+006	1.730403e-008
5.599999841621186e-008	5.077532e-003	-5.092247e-002	8.506933e-023	5.600000e-002	6.009948e-012	1.975924e+006	2.577147e-008
7.399999790713710e-008	6.713026e-003	-6.728697e-002	8.506933e-023	7.400000e-002	6.009948e-012	1.954940e+006	3.441894e-008
9.199999739806233e-008	8.350251e-003	-8.364974e-002	8.506933e-023	9.200000e-002	6.009948e-012	1.934257e+006	4.324645e-008
1.099999968889876e-007	9.989208e-003	-1.000108e-001	8.506933e-023	1.100000e-001	6.009948e-012	1.913936e+006	5.225399e-008
1.279999963799128e-007	1.162990e-002	-1.163701e-001	8.506933e-023	1.280000e-001	6.009948e-012	1.893996e+006	6.144156e-008
2.559999927598256e-007	2.337124e-002	-2.326287e-001	8.506933e-023	2.560000e-001	6.009948e-012	1.603082e+006	1.451134e-007
5.119999855196511e-007	4.773959e-002	-4.642604e-001	7.354042e-023	5.120000e-001	6.009948e-012	8.331588e+005	5.572292e-007
1.000000000000000e-006	9.631613e-002	-9.036839e-001	1.805751e-023	1.000000e+000	6.009948e-012	4.646858e+005	1.944720e-006
1.021690318095871e-006	9.669726e-002	-9.033027e-001	5.981531e-024	1.000000e+000	6.009948e-012	4.651746e+005	1.941857e-006
1.065070954287613e-006	9.745786e-002	-9.025421e-001	-2.742022e-026	1.000000e+000	6.009948e-012	4.661508e+005	1.936159e-006
1.845922405738966e-006	1.105367e-001	-8.894633e-001	-2.803682e-025	1.000000e+000	6.009948e-012	4.826373e+005	1.842923e-006
2.626773857190320e-006	1.230654e-001	-8.769346e-001	-2.470210e-025	1.000000e+000	6.009948e-012	4.991883e+005	1.756721e-006
3.407625308641673e-006	1.350440e-001	-8.649560e-001	7.262148e-026	1.000000e+000	6.009948e-012	5.156056e+005	1.677554e-006
4.188476760093027e-006	1.464726e-001	-8.535274e-001	6.785592e-025	1.000000e+000	6.009948e-012	5.316534e+005	1.605421e-006
4.969328211544380e-006	1.573510e-001	-8.426490e-001	1.570792e-024	1.000000e+000	6.009948e-012	5.470602e+005	1.540322e-006
5.750179662995734e-006	1.676793e-001	-8.323207e-001	2.749320e-024	1.000000e+000	6.009948e-012	5.615219e+005	1.482259e-006
6.531031114447086e-006	1.774575e-001	-8.225425e-001	4.214144e-024	1.000000e+000	6.009948e-012	5.747105e+005	1.431229e-006
1.044727856745705e-005	2.246735e-001	-7.753265e-001	-9.093047e-024	1.000000e+000	6.009948e-012	6.523311e+005	1.188547e-006
1.144727856745705e-005	2.354835e-001	-7.645165e-001	1.939119e-023	1.000000e+000	6.009948e-012	6.713204e+005	1.138825e-006
1.444727856745705e-005	2.648503e-001	-7.351497e-001	4.600638e-023	1.000000e+000	6.009948e-012	7.228221e+005	1.017055e-006
1.600000000000000e-005	2.788136e-001	-7.211864e-001	5.308983e-024	1.000000e+000	6.009948e-012	7.481528e+005	9.639560e-007
1.601749848784724e-005	2.773696e-001	-7.051319e-001	5.307395e-024	9.825015e-001	6.009948e-012	7.763848e+005	9.082248e-007
1.605249546354172e-005	2.744581e-001	-6.730464e-001	5.310835e-024	9.475045e-001	6.009948e-012	8.332892e+005	8.076985e-007
1.612248941493067e-005	2.685415e-001	-6.089691e-001	5.319756e-024	8.775106e-001	6.009948e-012	9.442442e+005	6.449275e-007
1.626247731770858e-005	2.564424e-001	-4.810802e-001	5.324785e-024	7.375227e-001	6.009948e-012	1.140829e+006	4.216937e-007
1.654245312326440e-005	2.317760e-001	-2.257709e-001	5.324514e-024	4.575469e-001	6.009948e-012	1.592565e+006	1.417655e-007
1.666708579859528e-005	2.206494e-001	-1.122648e-001	5.324004e-024	3.329142e-001	6.009948e-012	1.908406e+006	5.882647e-008
1.671669003637424e-005	2.161802e-001	-6.712975e-002	5.323797e-024	2.833100e-001	6.009948e-012	1.961054e+006	3.423147e-008
1.681589851193214e-005	2.071926e-001	2.309108e-002	2.697222e-019	1.841015e-001	6.009948e-012	1.807595e+006	-1.277448e-008
1.700000000000000e-005	1.904507e-001	1.904507e-001	1.540468e-018	0.000000e+000	6.009948e-012	1.852514e+006	-1.028066e-007
1.700040504668947e-005	1.904504e-001	1.904504e-001	7.078050e-015	0.000000e+000	6.009948e-012	1.852519e+006	-1.028061e-007
1.700121514006842e-005	1.904496e-001	1.904496e-001	2.123028e-014	0.000000e+000	6.009948e-012	1.852523e+006	-1.028056e-007
3.186694960000501e-005	1.773491e-001	1.773491e-001	8.656315e-011	0.000000e+000	6.009948e-012	1.869716e+006	-9.485346e-008
4.673268405994160e-005	1.651073e-001	1.651073e-001	1.529545e-010	0.000000e+000	6.009948e-012	1.886480e+006	-8.752133e-008
6.159841851987818e-005	1.537242e-001	1.537242e-001	1.991952e-010	0.000000e+000	6.009948e-012	1.902311e+006	-8.080914e-008
7.646415297981478e-005	1.431998e-001	1.431998e-001	2.252854e-010	0.000000e+000	6.009948e-012	1.916565e+006	-7.471690e-008
9.132988743975136e-005	1.335341e-001	1.335341e-001	2.312250e-010	0.000000e+000	6.009948e-012	1.928440e+006	-6.924462e-008
1.061956218996880e-004	1.247271e-001	1.247271e-001	2.170140e-010	0.000000e+000	6.009948e-012	1.936989e+006	-6.439228e-008
1.210613563596245e-004	1.167789e-001	1.167789e-001	1.826524e-010	0.000000e+000	6.009948e-012	1.941142e+006	-6.015989e-008
1.607654166818517e-004	9.654914e-002	9.654914e-002	1.827846e-010	0.000000e+000	6.009948e-012	1.960775e+006	-4.924030e-008
1.663703571558729e-004	9.409355e-002	9.409355e-002	1.827908e-010	0.000000e+000	6.009948e-012	1.962672e+006	-4.794156e-008
1.719752976298941e-004	9.169669e-002	9.169669e-002	1.827963e-010	0.000000e+000	6.009948e-012	1.964515e+006	-4.667650e-008
1.775802381039153e-004	8.935857e-002	8.935857e-002	1.828009e-010	0.000000e+000	6.009948e-012	1.966295e+006	-4.544514e-008
1.831851785779364e-004	8.707917e-002	8.707917e-002	1.828049e-010	0.000000e+000	6.009948e-012	1.968004e+006	-4.424747e-008
1.887901190519577e-004	8.485851e-002	8.485851e-002	1.828080e-010	0.000000e+000	6.009948e-012	1.969630e+006	-4.308348e-008
1.943950595259788e-004	8.269657e-002	8.269657e-002	1.828104e-010	0.000000e+000	6.009948e-012	1.971163e+006	-4.195319e-008
2.000000000000000e-004	8.059337e-002	8.059337e-002	1.828120e-010	0.000000e+000	6.009948e-012	1.972592e+006	-4.085659e-008
2.000022011393000e-004	8.079187e-002	7.859073e-002	1.828120e-010	2.201139e-003	6.009948e-012	1.973878e+006	-3.981539e-008
2.000066034179000e-004	8.118891e-002	7.458549e-002	1.828120e-010	6.603418e-003	6.009948e-012	1.976306e+006	-3.773986e-008
2.001386717758989e-004	9.314711e-002	-4.552466e-002	1.828120e-010	1.386718e-001	6.009948e-012	1.915848e+006	2.376215e-008
2.002795446910977e-004	1.060230e-001	-1.735217e-001	1.828120e-010	2.795447e-001	6.009948e-012	1.637966e+006	1.059373e-007
2.005612905214954e-004	1.320565e-001	-4.292340e-001	1.828120e-010	5.612905e-001	6.009948e-012	1.269400e+006	3.381394e-007
2.006833281555018e-004	1.435002e-001	-5.398280e-001	1.828120e-010	6.833282e-001	6.009948e-012	1.094571e+006	4.931869e-007
2.007559247319873e-004	1.504404e-001	-6.054843e-001	1.827870e-010	7.559248e-001	6.009948e-012	9.565457e+005	6.329905e-007
2.008548068470289e-004	1.600506e-001	-6.947562e-001	1.818342e-010	8.548068e-001	6.009948e-012	7.879534e+005	8.817224e-007
2.008979060571441e-004	1.642989e-001	-7.336071e-001	1.788273e-010	8.979061e-001	6.009948e-012	7.242618e+005	1.012903e-006
2.009138015797696e-004	1.658855e-001	-7.479160e-001	1.728019e-010	9.138016e-001	6.009948e-012	6.996790e+005	1.068942e-006
2.009355115476469e-004	1.680682e-001	-7.674433e-001	1.425121e-010	9.355115e-001	6.009948e-012	6.664483e+005	1.151542e-006
2.009453599126306e-004	1.690632e-001	-7.762967e-001	1.022524e-010	9.453599e-001	6.009948e-012	6.518691e+005	1.190878e-006
2.009543330295489e-004	1.699733e-001	-7.843597e-001	3.425758e-011	9.543330e-001	6.009948e-012	6.386838e+005	1.228088e-006
2.009577533381575e-004	1.703210e-001	-7.874324e-001	-2.918488e-012	9.577534e-001	6.009948e-012	6.337142e+005	1.242567e-006
2.009595438957565e-004	1.705033e-001	-7.890406e-001	-1.980168e-011	9.595439e-001	6.009948e-012	6.311094e+005	1.250244e-006
2.009601727601838e-004	1.705673e-001	-7.896054e-001	-2.068782e-011	9.601728e-001	6.009948e-012	6.301947e+005	1.252955e-006
2.009606168810137e-004	1.706126e-001	-7.900043e-001	-1.916691e-011	9.606169e-001	6.009948e-012	6.295482e+005	1.254875e-006
2.009611685220264e-004	1.706688e-001	-7.904997e-001	-1.734896e-011	9.611685e-001	6.009948e-012	6.287452e+005	1.257266e-006
2.009622718040517e-004	1.707813e-001	-7.914905e-001	-1.407387e-011	9.622718e-001	6.009948e-012	6.271393e+005	1.262065e-006
2.009644783681023e-004	1.710065e-001	-7.934719e-001	-8.859335e-012	9.644784e-001	6.009948e-012	6.239298e+005	1.271733e-006
2.009688914962036e-004	1.714573e-001	-7.974342e-001	-1.582355e-012	9.688915e-001	6.009948e-012	6.175789e+005	1.291227e-006
2.009706146524508e-004	1.716334e-001	-7.989812e-001	-2.692227e-014	9.706147e-001	6.009948e-012	6.151241e+005	1.298894e-006
2.009707776103019e-004	1.716501e-001	-7.991275e-001	1.122310e-014	9.707776e-001	6.009948e-012	6.148916e+005	1.299623e-006
2.009708428104666e-004	1.716568e-001	-7.991861e-001	1.091295e-014	9.708428e-001	6.009948e-012	6.147983e+005	1.299916e-006
2.009709641208761e-004	1.716692e-001	-7.992949e-001	1.033926e-014	9.709641e-001	6.009948e-012	6.146249e+005	1.300460e-006
2.009712067416950e-004	1.716940e-001	-7.995127e-001	9.285442e-015	9.712067e-001	6.009948e-012	6.142780e+005	1.301549e-006
2.009716919833329e-004	1.717437e-001	-7.999483e-001	7.484016e-015	9.716920e-001	6.009948e-012	6.135843e+005	1.303730e-006
2.009726624666086e-004	1.718430e-001	-8.008194e-001	4.733715e-015	9.726624e-001	6.009948e-012	6.121986e+005	1.308104e-006
2.009739794280774e-004	1.719779e-001	-8.020015e-001	2.268934e-015	9.739794e-001	6.009948e-012	6.103230e+005	1.314061e-006
2.009753466067249e-004	1.721180e-001	-8.032286e-001	8.889863e-016	9.753466e-001	6.009948e-012	6.083810e+005	1.320272e-006
2.009768365689639e-004	1.722708e-001	-8.045658e-001	2.516211e-016	9.768366e-001	6.009948e-012	6.062701e+005	1.327075e-006
2.009783177820270e-004	1.724228e-001	-8.058950e-001	4.729043e-017	9.783178e-001	6.009948e-012	6.041766e+005	1.333873e-006
2.009800963362486e-004	1.726054e-001	-8.074910e-001	4.234559e-019	9.800963e-001	6.009948e-012	6.016685e+005	1.342086e-006
2.009823682455956e-004	1.728388e-001	-8.095294e-001	-1.940451e-018	9.823682e-001	6.009948e-012	5.984718e+005	1.352661e-006
2.009931781742301e-004	1.739530e-001	-8.192252e-001	-7.403201e-020	9.931782e-001	6.009948e-012	5.834025e+005	1.404220e-006
2.010000000000000e-004	1.746579e-001	-8.253421e-001	5.533430e-019	1.000000e+000	6.009948e-012	5.741731e+005	1.437445e-006
2.010006821825770e-004	1.746667e-001	-8.253333e-001	2.272435e-019	1.000000e+000	6.009948e-012	5.741866e+005	1.437396e-006
2.010020465477310e-004	1.746845e-001	-8.253155e-001	1.168182e-020	1.000000e+000	6.009948e-012	5.742135e+005	1.437297e-006
2.018000052535061e-004	1.847320e-001	-8.152680e-001	3.619574e-018	1.000000e+000	6.009948e-012	5.892041e+005	1.383677e-006
2.025979639592813e-004	1.944381e-001	-8.055619e-001	3.854031e-018	1.000000e+000	6.009948e-012	6.041423e+005	1.333398e-006
2.033959226650564e-004	2.038027e-001	-7.961973e-001	7.150514e-019	1.000000e+000	6.009948e-012	6.189057e+005	1.286460e-006
2.041938813708316e-004	2.128259e-001	-7.871741e-001	-5.797364e-018	1.000000e+000	6.009948e-012	6.333552e+005	1.242863e-006
2.049918400766067e-004	2.215077e-001	-7.784923e-001	-1.568321e-017	1.000000e+000	6.009948e-012	6.473365e+005	1.202608e-006
2.057897987823819e-004	2.298481e-001	-7.701519e-001	-2.894250e-017	1.000000e+000	6.009948e-012	6.606806e+005	1.165695e-006
2.065877574881570e-004	2.378470e-001	-7.621530e-001	-4.557522e-017	1.000000e+000	6.009948e-012	6.732072e+005	1.132123e-006
2.103212352758887e-004	2.739316e-001	-7.260684e-001	-1.963198e-016	1.000000e+000	6.009948e-012	7.378289e+005	9.840608e-007
2.127862414754404e-004	2.953661e-001	-7.046339e-001	-1.861060e-016	1.000000e+000	6.009948e-012	7.785204e+005	9.050937e-007
2.160000000000000e-004	3.205352e-001	-6.794648e-001	-1.766323e-016	1.000000e+000	6.009948e-012	8.267913e+005	8.218093e-007
2.160164786102373e-004	3.191563e-001	-6.643651e-001	-1.766314e-016	9.835214e-001	6.009948e-012	8.550435e+005	7.769956e-007
2.160494358307118e-004	3.163806e-001	-6.341835e-001	-1.766330e-016	9.505641e-001	6.009948e-012	9.116845e+005	6.956173e-007
2.161153502716609e-004	3.107568e-001	-5.738929e-001	-1.766372e-016	8.846498e-001	6.009948e-012	1.021080e+006	5.620453e-007
2.162471791535591e-004	2.992988e-001	-4.535221e-001	-1.766397e-016	7.528208e-001	6.009948e-012	1.211492e+006	3.743499e-007
2.165108369173554e-004	2.760005e-001	-2.131626e-001	-1.766397e-016	4.891631e-001	6.009948e-012	1.624102e+006	1.312495e-007
2.166372631840756e-004	2.646959e-001	-9.804094e-002	-1.766441e-016	3.627368e-001	6.009948e-012	1.916442e+006	5.115779e-008
2.167971457325595e-004	2.502374e-001	4.738314e-002	-1.662183e-016	2.028543e-001	6.009948e-012	1.971677e+006	-2.403191e-008
2.168261249136225e-004	2.476076e-001	7.373250e-002	-2.415931e-012	1.738751e-001	6.009948e-012	1.991680e+006	-3.702026e-008
2.168551040946854e-004	2.449734e-001	1.000775e-001	-3.495130e-012	1.448959e-001	6.009948e-012	1.973453e+006	-5.071188e-008
2.168840832757483e-004	2.423349e-001	1.264181e-001	-3.237766e-012	1.159167e-001	6.009948e-012	1.941705e+006	-6.510675e-008
2.169130624568112e-004	2.396920e-001	1.527544e-001	-1.643836e-012	8.693754e-002	6.009948e-012	1.904553e+006	-8.020489e-008
2.169420416378742e-004	2.370447e-001	1.790864e-001	1.286657e-012	5.795836e-002	6.009948e-012	1.865361e+006	-9.600629e-008
2.169710208189371e-004	2.343931e-001	2.054139e-001	5.553716e-012	2.897918e-002	6.009948e-012	1.825724e+006	-1.125109e-007
2.170000000000000e-004	2.317371e-001	2.317371e-001	1.115734e-011	0.000000e+000	6.009948e-012	1.786457e+006	-1.297189e-007
2.170005908836064e-004	2.317364e-001	2.317364e-001	1.179832e-011	0.000000e+000	6.009948e-012	1.786458e+006	-1.297184e-007
2.170017726508193e-004	2.317351e-001	2.317351e-001	1.308014e-011	0.000000e+000	6.009948e-012	1.786460e+006	-1.297174e-007
2.186807854685411e-004	2.297785e-001	2.297785e-001	1.518334e-009	0.000000e+000	6.009948e-012	1.789782e+006	-1.283835e-007
2.203597982862629e-004	2.278409e-001	2.278409e-001	2.838291e-009	0.000000e+000	6.009948e-012	1.793060e+006	-1.270682e-007
2.220388111039847e-004	2.259224e-001	2.259224e-001	3.972951e-009	0.000000e+000	6.009948e-012	1.796293e+006	-1.257715e-007
2.237178239217065e-004	2.240230e-001	2.240230e-001	4.922314e-009	0.000000e+000	6.009948e-012	1.799477e+006	-1.244934e-007
2.253968367394283e-004	2.221426e-001	2.221426e-001	5.686380e-009	0.000000e+000	6.009948e-012	1.802609e+006	-1.232339e-007
2.270758495571501e-004	2.202812e-001	2.202812e-001	6.265150e-009	0.000000e+000	6.009948e-012	1.805687e+006	-1.219930e-007
2.287548623748719e-004	2.184389e-001	2.184389e-001	6.658623e-009	0.000000e+000	6.009948e-012	1.808707e+006	-1.207707e-007
2.384747067006839e-004	2.082098e-001	2.082098e-001	7.661755e-009	0.000000e+000	6.009948e-012	1.824342e+006	-1.141287e-007
2.481945510264958e-004	1.984808e-001	1.984808e-001	8.437659e-009	0.000000e+000	6.009948e-012	1.839461e+006	-1.079016e-007
2.579143953523078e-004	1.892518e-001	1.892518e-001	8.986336e-009	0.000000e+000	6.009948e-012	1.853786e+006	-1.020893e-007
2.676342396781198e-004	1.805229e-001	1.805229e-001	9.307784e-009	0.000000e+000	6.009948e-012	1.866991e+006	-9.669186e-008
2.773540840039317e-004	1.722940e-001	1.722940e-001	9.402003e-009	0.000000e+000	6.009948e-012	1.878698e+006	-9.170925e-008
2.870739283297437e-004	1.645652e-001	1.645652e-001	9.268995e-009	0.000000e+000	6.009948e-012	1.888483e+006	-8.714149e-008
2.967937726555556e-004	1.573365e-001	1.573365e-001	8.908758e-009	0.000000e+000	6.009948e-012	1.895881e+006	-8.298858e-008
3.239799041447897e-004	1.382770e-001	1.382770e-001	8.912452e-009	0.000000e+000	6.009948e-012	1.918904e+006	-7.206040e-008
3.456277370215319e-004	1.246284e-001	1.246284e-001	8.915285e-009	0.000000e+000	6.009948e-012	1.934601e+006	-6.442073e-008
3.798575286964831e-004	1.061061e-001	1.061061e-001	8.915748e-009	0.000000e+000	6.009948e-012	1.952742e+006	-5.433700e-008
4.000000000000000e-004	9.666371e-002	9.666371e-002	8.915795e-009	0.000000e+000	6.009948e-012	1.960692e+006	-4.930081e-008
4.000023394251319e-004	9.687452e-002	9.453510e-002	8.915795e-009	2.339425e-003	6.009948e-012	1.962329e+006	-4.817494e-008
4.000070182753955e-004	9.729618e-002	9.027790e-002	8.915795e-009	7.018276e-003	6.009948e-012	1.965442e+006	-4.593262e-008
4.001473837833054e-004	1.099991e-001	-3.738469e-002	8.915795e-009	1.473838e-001	6.009948e-012	1.901539e+006	1.966023e-008
4.002971069917427e-004	1.236863e-001	-1.734207e-001	8.915795e-009	2.971070e-001	6.009948e-012	1.606453e+006	1.079526e-007
4.005965534086171e-004	1.513789e-001	-4.451745e-001	8.915795e-009	5.965534e-001	6.009948e-012	1.232953e+006	3.610636e-007
4.007164831872963e-004	1.626316e-001	-5.538516e-001	8.915795e-009	7.164832e-001	6.009948e-012	1.074974e+006	5.152233e-007
4.007601404426416e-004	1.668023e-001	-5.933381e-001	8.915706e-009	7.601404e-001	6.009948e-012	9.918056e+005	5.982403e-007
4.008474549533322e-004	1.752594e-001	-6.721956e-001	8.912042e-009	8.474550e-001	6.009948e-012	8.326747e+005	8.072727e-007
4.008878581659076e-004	1.792186e-001	-7.086396e-001	8.889307e-009	8.878582e-001	6.009948e-012	7.690271e+005	9.214755e-007
4.009125214306009e-004	1.816617e-001	-7.308597e-001	9.195127e-009	9.125214e-001	6.009948e-012	7.298552e+005	1.001376e-006
4.009270596024868e-004	1.831115e-001	-7.439481e-001	9.847635e-009	9.270596e-001	6.009948e-012	7.069766e+005	1.052295e-006
4.009396038647078e-004	1.843686e-001	-7.552353e-001	1.022765e-008	9.396039e-001	6.009948e-012	6.874684e+005	1.098575e-006
4.009487805440495e-004	1.852919e-001	-7.634886e-001	9.650608e-009	9.487805e-001	6.009948e-012	6.733912e+005	1.133797e-006
4.009584970749866e-004	1.862733e-001	-7.722238e-001	7.888121e-009	9.584970e-001	6.009948e-012	6.586402e+005	1.172452e-006
4.009686170837757e-004	1.872989e-001	-7.813182e-001	4.838994e-009	9.686171e-001	6.009948e-012	6.435539e+005	1.214068e-006
4.009779300792505e-004	1.882455e-001	-7.896845e-001	1.328845e-009	9.779301e-001	6.009948e-012	6.300146e+005	1.253439e-006
4.009809031340734e-004	1.885484e-001	-7.923547e-001	3.389988e-010	9.809031e-001	6.009948e-012	6.257428e+005	1.266263e-006
4.009819157828557e-004	1.886517e-001	-7.932641e-001	1.587715e-010	9.819158e-001	6.009948e-012	6.242808e+005	1.270685e-006
4.009829445410463e-004	1.887567e-001	-7.941878e-001	1.013751e-010	9.829445e-001	6.009948e-012	6.227959e+005	1.275198e-006
4.009831858083957e-004	1.887814e-001	-7.944045e-001	9.460196e-011	9.831858e-001	6.009948e-012	6.224479e+005	1.276259e-006
4.009836683430946e-004	1.888306e-001	-7.948377e-001	8.271581e-011	9.836683e-001	6.009948e-012	6.217513e+005	1.278385e-006
4.009846334124922e-004	1.889292e-001	-7.957042e-001	6.256030e-011	9.846334e-001	6.009948e-012	6.203593e+005	1.282650e-006
4.009860637899323e-004	1.890754e-001	-7.969884e-001	3.929779e-011	9.860638e-001	6.009948e-012	6.183018e+005	1.288996e-006
4.009875372828518e-004	1.892260e-001	-7.983112e-001	2.198207e-011	9.875373e-001	6.009948e-012	6.161901e+005	1.295560e-006
4.009884954201404e-004	1.893241e-001	-7.991713e-001	1.428006e-011	9.884954e-001	6.009948e-012	6.148200e+005	1.299846e-006
4.009895091171636e-004	1.894278e-001	-8.000813e-001	8.798713e-012	9.895091e-001	6.009948e-012	6.133721e+005	1.304398e-006
4.009904114908638e-004	1.895202e-001	-8.008913e-001	5.431408e-012	9.904115e-001	6.009948e-012	6.120859e+005	1.308462e-006
4.009910721358316e-004	1.895878e-001	-8.014843e-001	3.751195e-012	9.910721e-001	6.009948e-012	6.111451e+005	1.311447e-006
4.009918510158739e-004	1.896676e-001	-8.021834e-001	2.386401e-012	9.918510e-001	6.009948e-012	6.100373e+005	1.314974e-006
4.009925711905541e-004	1.897414e-001	-8.028297e-001	1.507366e-012	9.925712e-001	6.009948e-012	6.090145e+005	1.318244e-006
4.009931848911260e-004	1.898043e-001	-8.033805e-001	9.978765e-013	9.931849e-001	6.009948e-012	6.081439e+005	1.321037e-006
4.009938094854107e-004	1.898684e-001	-8.039411e-001	6.434893e-013	9.938095e-001	6.009948e-012	6.072587e+005	1.323886e-006
4.009943984823249e-004	1.899288e-001	-8.044697e-001	4.138135e-013	9.943985e-001	6.009948e-012	6.064250e+005	1.326577e-006
4.009954585482737e-004	1.900375e-001	-8.054210e-001	1.762201e-013	9.954585e-001	6.009948e-012	6.049266e+005	1.331436e-006
4.009959546048936e-004	1.900884e-001	-8.058662e-001	1.148476e-013	9.959546e-001	6.009948e-012	6.042263e+005	1.333716e-006
4.009968754353490e-004	1.901829e-001	-8.066925e-001	4.923017e-014	9.968755e-001	6.009948e-012	6.029281e+005	1.337958e-006
4.009981196934037e-004	1.903107e-001	-8.078090e-001	1.394387e-014	9.981197e-001	6.009948e-012	6.011772e+005	1.343712e-006
4.009985031687085e-004	1.903501e-001	-8.081530e-001	9.210226e-015	9.985031e-001	6.009948e-012	6.006383e+005	1.345490e-006
4.009989166905749e-004	1.903926e-001	-8.085241e-001	5.780224e-015	9.989167e-001	6.009948e-012	6.000576e+005	1.347411e-006
4.009993103960299e-004	1.904330e-001	-8.088773e-001	3.530264e-015	9.993104e-001	6.009948e-012	5.995053e+005	1.349241e-006
4.009996176359538e-004	1.904646e-001	-8.091530e-001	2.377579e-015	9.996176e-001	6.009948e-012	5.990746e+005	1.350671e-006
4.010000000000000e-004	1.905039e-001	-8.094961e-001	1.469583e-015	1.000000e+000	6.009948e-012	5.985388e+005	1.352454e-006
4.010000232115802e-004	1.905042e-001	-8.094958e-001	1.428411e-015	1.000000e+000	6.009948e-012	5.985392e+005	1.352452e-006
4.010000696347406e-004	1.905048e-001	-8.094952e-001	1.349466e-015	1.000000e+000	6.009948e-012	5.985401e+005	1.352449e-006
4.016293464178052e-004	1.980443e-001	-8.019557e-001	4.605528e-016	1.000000e+000	6.009948e-012	6.102241e+005	1.314199e-006
4.022586232008699e-004	2.053642e-001	-7.946358e-001	-1.960286e-016	1.000000e+000	6.009948e-012	6.217765e+005	1.278009e-006
4.028878999839345e-004	2.124646e-001	-7.875354e-001	-6.202784e-016	1.000000e+000	6.009948e-012	6.331285e+005	1.243879e-006
4.035171767669992e-004	2.193453e-001	-7.806547e-001	-8.121965e-016	1.000000e+000	6.009948e-012	6.442053e+005	1.211810e-006
4.041464535500639e-004	2.260065e-001	-7.739935e-001	-7.717828e-016	1.000000e+000	6.009948e-012	6.549266e+005	1.181802e-006
4.047757303331285e-004	2.324481e-001	-7.675519e-001	-4.990375e-016	1.000000e+000	6.009948e-012	6.652070e+005	1.153854e-006
4.054050071161932e-004	2.386700e-001	-7.613300e-001	6.039535e-018	1.000000e+000	6.009948e-012	6.749576e+005	1.127967e-006
4.098069517532286e-004	2.805916e-001	-7.194084e-001	3.842709e-017	1.000000e+000	6.009948e-012	7.503132e+005	9.588107e-007
4.128069517532287e-004	3.056057e-001	-6.943943e-001	3.747752e-017	1.000000e+000	6.009948e-012	7.977077e+005	8.704871e-007
4.160000000000000e-004	3.297407e-001	-6.702593e-001	3.655007e-017	1.000000e+000	6.009948e-012	8.447940e+005	7.933996e-007
4.160162484224958e-004	3.283774e-001	-6.553742e-001	3.655000e-017	9.837516e-001	6.009948e-012	8.729982e+005	7.507166e-007
4.160487452674871e-004	3.256337e-001	-6.256211e-001	3.655012e-017	9.512547e-001	6.009948e-012	9.294767e+005	6.730895e-007
4.161137389574699e-004	3.200780e-001	-5.661830e-001	3.655047e-017	8.862610e-001	6.009948e-012	1.038333e+006	5.452810e-007
4.162437263374355e-004	3.087671e-001	-4.475065e-001	3.655067e-017	7.562737e-001	6.009948e-012	1.227092e+006	3.646888e-007
4.165037010973666e-004	2.857803e-001	-2.105186e-001	3.655067e-017	4.962989e-001	6.009948e-012	1.630873e+006	1.290834e-007
4.166305322733254e-004	2.744358e-001	-9.503198e-002	3.653918e-017	3.694677e-001	6.009948e-012	1.917830e+006	4.955184e-008
4.168909651965637e-004	2.508300e-001	1.417952e-001	-4.051815e-015	1.090348e-001	6.009948e-012	1.916033e+006	-7.400458e-008
4.169065415970546e-004	2.494085e-001	1.559501e-001	-3.532778e-012	9.345841e-002	6.009948e-012	1.900515e+006	-8.205679e-008
4.169221179975455e-004	2.479858e-001	1.701038e-001	-4.556477e-012	7.788200e-002	6.009948e-012	1.882126e+006	-9.037855e-008
4.169376943980364e-004	2.465619e-001	1.842563e-001	-3.075148e-012	6.230560e-002	6.009948e-012	1.861741e+006	-9.896987e-008
4.169532707985273e-004	2.451367e-001	1.984075e-001	9.112091e-013	4.672920e-002	6.009948e-012	1.839990e+006	-1.078307e-007
4.169688471990182e-004	2.437102e-001	2.125574e-001	7.402594e-012	3.115280e-002	6.009948e-012	1.817333e+006	-1.169612e-007
4.169844235995091e-004	2.422825e-001	2.267061e-001	1.639901e-011	1.557640e-002	6.009948e-012	1.794113e+006	-1.263612e-007
4.170000000000000e-004	2.408536e-001	2.408536e-001	2.790045e-011	2.142730e-014	6.009948e-012	1.770583e+006	-1.360307e-007
4.170005920022267e-004	2.408529e-001	2.408529e-001	2.949848e-011	0.000000e+000	6.009948e-012	1.770584e+006	-1.360302e-007
4.170017760066801e-004	2.408514e-001	2.408514e-001	3.269420e-011	0.000000e+000	6.009948e-012	1.770586e+006	-1.360292e-007
